Centroid_freq,First_quartile,Gender,Interquantile_range,Kurtosis,Max_MFCCs,Mean_Magnitude,Mean_RMS,Mean_freq,Median_freq,Min_RMS,Mode_freq,Root_mean_square,Skewness,Spectral_flatness_measure,Std,Std_MFCCs,Std_RMS,Third_quartile
2.405680633499654,0.5465811965811966,1,6.165598290598291,53.31057919532076,203.06642150878906,0.004487530328333378,0.013367795385420322,3.5562604182046367,2.8072649572649575,0.0001568848529132083,0.17435897435897438,0.013367795385420322,4.937858266187717,0.003136649029329419,2.935968194085357,113.54447174072266,0.011356182396411896,6.712179487179487
2.0198170524245893,0.5159090909090909,1,1.7366883116883114,40.93370644540327,190.42628479003906,0.003472726559266448,0.010800216346979141,1.957357872593392,0.8542207792207792,0.0001236556563526392,0.38181818181818183,0.010800216346979141,5.305591404951727,0.0019691092893481255,2.299722738648002,112.85607147216797,0.008016744628548622,2.2525974025974023
2.2428569551009336,0.6056818181818181,1,5.745075757575758,24.826562895043395,203.32577514648438,0.0026690885424613953,0.008198829367756844,3.365487864500802,2.2700757575757575,0.00010938784544123337,0.19507575757575757,0.008198829367756844,3.9414741165483664,0.002609264338389039,2.818974616466726,119.96991729736328,0.007897160947322845,6.350757575757576
2.023295914220107,0.475,1,5.071484375,59.17746134559687,177.98870849609375,0.0041510481387376785,0.011713079176843166,2.6465210291096426,1.001953125,0.00012947771756444126,0.175390625,0.011713079176843166,6.231757509635536,0.0022607867140322924,2.6452404903358566,116.05667114257812,0.01068345457315445,5.546484375
2.6401441048016365,0.5813492063492063,1,4.8055555555555545,38.28624171244065,177.59249877929688,0.00277727167122066,0.012182717211544514,2.631648082210474,0.9884920634920635,0.00014190249203238636,0.20357142857142854,0.012182717211544514,5.186021945970721,0.004362047184258699,2.613977940325967,113.59134674072266,0.014282823540270329,5.386904761904762
2.0565883841078443,0.44574468085106383,1,5.2170212765957436,89.36657999603362,173.9711456298828,0.002821135800331831,0.00751785933971405,2.781198082025508,1.8952127659574467,0.00010238733375445008,0.22606382978723402,0.00751785933971405,7.954946931700325,0.0027944922912865877,2.568760452009809,124.85272216796875,0.007370783481746912,5.662765957446808
2.3778480510858864,0.4334183673469388,1,5.803316326530612,63.84672948710243,212.71160888671875,0.004424753598868847,0.011070400476455688,3.0324497366161745,1.3885204081632654,0.00010676762030925602,0.16454081632653061,0.011070400476455688,6.339947622513731,0.0015069320797920227,2.878616355590221,111.60953521728516,0.008591686375439167,6.236734693877551
2.040128016117002,0.47398648648648645,1,5.111148648648649,67.46611192181564,178.9569091796875,0.004058496560901403,0.012627745047211647,2.7485078742222266,1.7148648648648648,0.00014515468501485884,0.3817567567567568,0.012627745047211647,6.835178677263093,0.0021358001977205276,2.539827360968046,115.53687286376953,0.012662696652114391,5.585135135135135
2.7210948981837824,0.6804945054945054,1,6.078021978021977,34.58955708595842,182.1211700439453,0.003574552247300744,0.012928259558975697,4.138412822307723,5.437362637362637,0.00012310192687436938,0.17554945054945054,0.012928259558975697,4.1740980810906905,0.003296575043350458,2.867399315691121,118.92730712890625,0.01175336167216301,6.758516483516482
1.9493795170880965,0.46625,1,3.33575,103.53488613631517,181.92694091796875,0.004121351987123489,0.01018461212515831,2.2518519990801606,1.05275,0.00013133457105141133,0.174,0.01018461212515831,7.513793166740827,0.0024748758878558874,2.3114061214521873,116.49716186523438,0.009569557383656502,3.802
2.5206493908729133,0.9123076923076923,1,6.063461538461538,21.66374611168906,175.23085021972656,0.0020046718418598175,0.007515882607549429,4.155635576326459,4.830384615384615,0.0001305489568039775,0.1873076923076923,0.007515882607549429,3.6494642329136293,0.0024778905790299177,2.7996537309535574,126.86016845703125,0.008479094132781029,6.97576923076923
2.237257875789165,0.6023529411764706,1,4.9879411764705885,58.22659509593545,199.0599365234375,0.0026569138281047344,0.007363230921328068,2.8582052158261653,1.5076470588235296,0.0001137860890594311,0.175,0.007363230921328068,5.405649639296277,0.003100591478869319,2.6113231128609926,120.10242462158203,0.006730268709361553,5.590294117647058
2.39572039149983,0.5459821428571427,1,5.695089285714285,85.60606400648854,172.213134765625,0.0031447771470993757,0.00874070543795824,3.7565816613172607,4.533035714285714,0.00014268560335040092,0.17232142857142854,0.00874070543795824,6.552841164723939,0.003782236948609352,2.851096786009197,124.94522094726562,0.010205991566181183,6.241071428571429
2.129692432028242,0.5120762711864407,1,5.216737288135593,45.18001548703688,185.7491455078125,0.003343823365867138,0.010281006805598736,2.7397110596146974,1.0601694915254238,0.00012384963338263333,0.17415254237288139,0.010281006805598736,5.581761389075683,0.002616223646327853,2.7333683603659797,115.73761749267578,0.00858362577855587,5.728813559322034
2.4139466899359667,0.6403409090909091,1,5.926136363636364,52.424592004631144,172.6963653564453,0.003562330501154065,0.010229814797639847,3.5755604669065826,3.043181818181818,0.00013786354975309223,0.17348484848484846,0.010229814797639847,5.0876782415695745,0.0028129140846431255,2.8884544157009806,116.00468444824219,0.009105385281145573,6.566477272727273
2.5795454584029396,0.7780973451327433,1,6.3194690265486715,38.901308699966805,179.25363159179688,0.003644309239462018,0.010916910134255886,4.201253293915725,4.971460176991149,0.00013926075189374387,0.2238938053097345,0.010916910134255886,5.010842906076517,0.0030687986873090267,2.849086759335522,117.01393127441406,0.012254728935658932,7.097566371681415
2.055742283598528,0.41470588235294115,1,2.534558823529412,52.150861611213024,193.40744018554688,0.0030526723712682724,0.007760612294077873,2.020762137002154,0.700735294117647,0.00013527492410503328,0.17536764705882352,0.007760612294077873,6.249680663586958,0.0032113497145473957,2.345190075180032,123.27729797363281,0.00927558820694685,2.949264705882353
